Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Morocco,MAR,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,303820
Morocco,MAR,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,296119.07
Morocco,MAR,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,305258.072
Morocco,MAR,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,310465.482
Morocco,MAR,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,308750
Morocco,MAR,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,300470
Morocco,MAR,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,300825
Morocco,MAR,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,305850
Morocco,MAR,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,304030
Morocco,MAR,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,301038
Morocco,MAR,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,299883
Morocco,MAR,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,300026
Morocco,MAR,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,299810
Morocco,MAR,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,299600
Morocco,MAR,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,299460
Morocco,MAR,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,299890
Morocco,MAR,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,300410
Morocco,MAR,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,308760
Morocco,MAR,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,302830
Morocco,MAR,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,303700
Morocco,MAR,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,306520
Morocco,MAR,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,306930
Morocco,MAR,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,309760
Morocco,MAR,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,308950
Morocco,MAR,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,309660
Morocco,MAR,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,307490
Morocco,MAR,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,309640
Morocco,MAR,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,307110
Morocco,MAR,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,306160
Morocco,MAR,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,303550
Morocco,MAR,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,303430
Morocco,MAR,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,300640
Morocco,MAR,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,297440
Morocco,MAR,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,296660
Morocco,MAR,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,294970
Morocco,MAR,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,293980
Morocco,MAR,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,293840
Morocco,MAR,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,292730
Morocco,MAR,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,291770
Morocco,MAR,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,290900
Morocco,MAR,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,289300
Morocco,MAR,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,280040
Morocco,MAR,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,279180
Morocco,MAR,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,275000
Morocco,MAR,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,271500
Morocco,MAR,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,269170
Morocco,MAR,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,266300
Morocco,MAR,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,264250
Morocco,MAR,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,261700
Morocco,MAR,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,259330
Morocco,MAR,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,257050
Morocco,MAR,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,254290
Morocco,MAR,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,252380
Morocco,MAR,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,249380
Morocco,MAR,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,247380
Morocco,MAR,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,244200
Morocco,MAR,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,241100
Morocco,MAR,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,238500
Morocco,MAR,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,235800
Morocco,MAR,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,233700
Morocco,MAR,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.0752856822765
Morocco,MAR,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.34978041676
Morocco,MAR,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.3975066099036
Morocco,MAR,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.5643024871163
Morocco,MAR,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1799238180596
Morocco,MAR,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.3246695048174
Morocco,MAR,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.404212413175
Morocco,MAR,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.5301366793637
Morocco,MAR,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.1223392336993
Morocco,MAR,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.4519381581896
Morocco,MAR,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.1931436253641
Morocco,MAR,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.2251848532377
Morocco,MAR,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.1767869146314
Morocco,MAR,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.1297333632086
Morocco,MAR,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.0983643289267
Morocco,MAR,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.1947120770782
Morocco,MAR,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.3112256329823
Morocco,MAR,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.1821644633655
Morocco,MAR,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.8534617969975
Morocco,MAR,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.0483979386063
Morocco,MAR,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.6802599148555
Morocco,MAR,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.7721263723952
Morocco,MAR,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.4062289939503
Morocco,MAR,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.2247367241766
Morocco,MAR,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.3838225408918
Morocco,MAR,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.8976025095227
Morocco,MAR,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.3793412502801
Morocco,MAR,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.8124579879005
Morocco,MAR,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.5995966838449
Morocco,MAR,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.0147882590186
Morocco,MAR,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.9879005153484
Morocco,MAR,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.3627604750168
Morocco,MAR,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.6457539771454
Morocco,MAR,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.4709836432893
Morocco,MAR,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.0923145866009
Morocco,MAR,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.870490701322
Morocco,MAR,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.8391216670401
Morocco,MAR,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.590410038091
Morocco,MAR,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.3753080887296
Morocco,MAR,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.1803719471208
Morocco,MAR,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.8218686981851
Morocco,MAR,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.7470311449698
Morocco,MAR,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.5543356486668
Morocco,MAR,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.6177459108223
Morocco,MAR,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8335200537755
Morocco,MAR,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3114496975129
Morocco,MAR,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.6683844947345
Morocco,MAR,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.2090522070356
Morocco,MAR,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.6324326746427
Morocco,MAR,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.1014473271497
Morocco,MAR,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.5906259801945
Morocco,MAR,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.9722632970381
Morocco,MAR,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.5443383967379
Morocco,MAR,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.872205045481
Morocco,MAR,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.4241161446431
Morocco,MAR,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.7116547923108
Morocco,MAR,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.017116996012
Morocco,MAR,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.4346014249227
Morocco,MAR,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.8296814087915
Morocco,MAR,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.3591880629117
Morocco,MAR,2020,Arable land (% of land area),AG.LND.ARBL.ZS,17.138695944432
Morocco,MAR,2019,Arable land (% of land area),AG.LND.ARBL.ZS,15.4581313018149
Morocco,MAR,2018,Arable land (% of land area),AG.LND.ARBL.ZS,17.5939305399955
Morocco,MAR,2017,Arable land (% of land area),AG.LND.ARBL.ZS,18.8634532825454
Morocco,MAR,2016,Arable land (% of land area),AG.LND.ARBL.ZS,18.4203450593771
Morocco,MAR,2015,Arable land (% of land area),AG.LND.ARBL.ZS,16.7987900515348
Morocco,MAR,2014,Arable land (% of land area),AG.LND.ARBL.ZS,17.0313690342819
Morocco,MAR,2013,Arable land (% of land area),AG.LND.ARBL.ZS,18.2119650459332
Morocco,MAR,2012,Arable land (% of land area),AG.LND.ARBL.ZS,18.0304727761595
Morocco,MAR,2011,Arable land (% of land area),AG.LND.ARBL.ZS,17.4855478377773
Morocco,MAR,2010,Arable land (% of land area),AG.LND.ARBL.ZS,17.3186197624916
Morocco,MAR,2009,Arable land (% of land area),AG.LND.ARBL.ZS,18.0138920008963
Morocco,MAR,2008,Arable land (% of land area),AG.LND.ARBL.ZS,18.0416760026888
Morocco,MAR,2007,Arable land (% of land area),AG.LND.ARBL.ZS,18.0708043916648
Morocco,MAR,2006,Arable land (% of land area),AG.LND.ARBL.ZS,18.068563746359
Morocco,MAR,2005,Arable land (% of land area),AG.LND.ARBL.ZS,18.1985211740981
Morocco,MAR,2004,Arable land (% of land area),AG.LND.ARBL.ZS,18.3956979610128
Morocco,MAR,2003,Arable land (% of land area),AG.LND.ARBL.ZS,20.2890432444544
Morocco,MAR,2002,Arable land (% of land area),AG.LND.ARBL.ZS,18.8259018597356
Morocco,MAR,2001,Arable land (% of land area),AG.LND.ARBL.ZS,19.0185973560385
Morocco,MAR,2000,Arable land (% of land area),AG.LND.ARBL.ZS,19.6437373963702
Morocco,MAR,1999,Arable land (% of land area),AG.LND.ARBL.ZS,19.7580103069684
Morocco,MAR,1998,Arable land (% of land area),AG.LND.ARBL.ZS,20.2397490477257
Morocco,MAR,1997,Arable land (% of land area),AG.LND.ARBL.ZS,20.1209948465158
Morocco,MAR,1996,Arable land (% of land area),AG.LND.ARBL.ZS,20.3809097019942
Morocco,MAR,1995,Arable land (% of land area),AG.LND.ARBL.ZS,19.9887967734708
Morocco,MAR,1994,Arable land (% of land area),AG.LND.ARBL.ZS,20.4436477705579
Morocco,MAR,1993,Arable land (% of land area),AG.LND.ARBL.ZS,20.1635671073269
Morocco,MAR,1992,Arable land (% of land area),AG.LND.ARBL.ZS,20.0179251624468
Morocco,MAR,1991,Arable land (% of land area),AG.LND.ARBL.ZS,19.5317051310778
Morocco,MAR,1990,Arable land (% of land area),AG.LND.ARBL.ZS,19.5092986780193
Morocco,MAR,1989,Arable land (% of land area),AG.LND.ARBL.ZS,18.9491373515572
Morocco,MAR,1988,Arable land (% of land area),AG.LND.ARBL.ZS,18.3150347300022
Morocco,MAR,1987,Arable land (% of land area),AG.LND.ARBL.ZS,18.2971095675555
Morocco,MAR,1986,Arable land (% of land area),AG.LND.ARBL.ZS,17.8288146986332
Morocco,MAR,1985,Arable land (% of land area),AG.LND.ARBL.ZS,17.6518037194712
Morocco,MAR,1984,Arable land (% of land area),AG.LND.ARBL.ZS,17.5532153260139
Morocco,MAR,1983,Arable land (% of land area),AG.LND.ARBL.ZS,17.5285682276496
Morocco,MAR,1982,Arable land (% of land area),AG.LND.ARBL.ZS,17.4030920905221
Morocco,MAR,1981,Arable land (% of land area),AG.LND.ARBL.ZS,17.2305624019718
Morocco,MAR,1980,Arable land (% of land area),AG.LND.ARBL.ZS,16.8720591530361
Morocco,MAR,1979,Arable land (% of land area),AG.LND.ARBL.ZS,16.813802375084
Morocco,MAR,1978,Arable land (% of land area),AG.LND.ARBL.ZS,17.1588617521846
Morocco,MAR,1977,Arable land (% of land area),AG.LND.ARBL.ZS,16.6928075285682
Morocco,MAR,1976,Arable land (% of land area),AG.LND.ARBL.ZS,16.3903204122787
Morocco,MAR,1975,Arable land (% of land area),AG.LND.ARBL.ZS,16.3410262155501
Morocco,MAR,1974,Arable land (% of land area),AG.LND.ARBL.ZS,16.1326462021062
Morocco,MAR,1973,Arable land (% of land area),AG.LND.ARBL.ZS,16.121442975577
Morocco,MAR,1972,Arable land (% of land area),AG.LND.ARBL.ZS,15.9766097593763
Morocco,MAR,1971,Arable land (% of land area),AG.LND.ARBL.ZS,15.9161177577631
Morocco,MAR,1970,Arable land (% of land area),AG.LND.ARBL.ZS,15.8533853116458
Morocco,MAR,1969,Arable land (% of land area),AG.LND.ARBL.ZS,15.6831115293274
Morocco,MAR,1968,Arable land (% of land area),AG.LND.ARBL.ZS,15.6831115293274
Morocco,MAR,1967,Arable land (% of land area),AG.LND.ARBL.ZS,15.4590670789085
Morocco,MAR,1966,Arable land (% of land area),AG.LND.ARBL.ZS,15.4590670789085
Morocco,MAR,1965,Arable land (% of land area),AG.LND.ARBL.ZS,15.2350226284895
Morocco,MAR,1964,Arable land (% of land area),AG.LND.ARBL.ZS,15.0109781780705
Morocco,MAR,1963,Arable land (% of land area),AG.LND.ARBL.ZS,14.898955952861
Morocco,MAR,1962,Arable land (% of land area),AG.LND.ARBL.ZS,14.7645292826097
Morocco,MAR,1961,Arable land (% of land area),AG.LND.ARBL.ZS,14.7645292826097
Morocco,MAR,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,738.700064863
Morocco,MAR,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,762.566815079
Morocco,MAR,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,780.787555897
Morocco,MAR,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.17837087263587
Morocco,MAR,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.184133878848236
Morocco,MAR,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.188533566345722
Morocco,MAR,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,156.3325141154
Morocco,MAR,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,132.465763899
Morocco,MAR,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,114.2450230805
Morocco,MAR,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0377489705098307
Morocco,MAR,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.031985964297162
Morocco,MAR,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0275862767995465
Morocco,MAR,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.216119843145701
Morocco,MAR,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.216119843145398
Morocco,MAR,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.216119843145269
Morocco,MAR,2020,Forest area (sq. km),AG.LND.FRST.K2,57424.9
Morocco,MAR,2019,Forest area (sq. km),AG.LND.FRST.K2,57320.9
Morocco,MAR,2018,Forest area (sq. km),AG.LND.FRST.K2,57215.9
Morocco,MAR,2017,Forest area (sq. km),AG.LND.FRST.K2,57115.9
Morocco,MAR,2016,Forest area (sq. km),AG.LND.FRST.K2,56997.9
Morocco,MAR,2015,Forest area (sq. km),AG.LND.FRST.K2,56846.9
Morocco,MAR,2014,Forest area (sq. km),AG.LND.FRST.K2,56826.66
Morocco,MAR,2013,Forest area (sq. km),AG.LND.FRST.K2,56806.42
Morocco,MAR,2012,Forest area (sq. km),AG.LND.FRST.K2,56786.18
Morocco,MAR,2011,Forest area (sq. km),AG.LND.FRST.K2,56765.94
Morocco,MAR,2010,Forest area (sq. km),AG.LND.FRST.K2,56745.7
Morocco,MAR,2009,Forest area (sq. km),AG.LND.FRST.K2,56577.67
Morocco,MAR,2008,Forest area (sq. km),AG.LND.FRST.K2,56409.64
Morocco,MAR,2007,Forest area (sq. km),AG.LND.FRST.K2,56241.61
Morocco,MAR,2006,Forest area (sq. km),AG.LND.FRST.K2,56073.58
Morocco,MAR,2005,Forest area (sq. km),AG.LND.FRST.K2,55905.55
Morocco,MAR,2004,Forest area (sq. km),AG.LND.FRST.K2,55737.52
Morocco,MAR,2003,Forest area (sq. km),AG.LND.FRST.K2,55569.49
Morocco,MAR,2002,Forest area (sq. km),AG.LND.FRST.K2,55401.46
Morocco,MAR,2001,Forest area (sq. km),AG.LND.FRST.K2,55233.43
Morocco,MAR,2000,Forest area (sq. km),AG.LND.FRST.K2,55065.4
Morocco,MAR,1999,Forest area (sq. km),AG.LND.FRST.K2,55044.15
Morocco,MAR,1998,Forest area (sq. km),AG.LND.FRST.K2,55022.9
Morocco,MAR,1997,Forest area (sq. km),AG.LND.FRST.K2,55001.65
Morocco,MAR,1996,Forest area (sq. km),AG.LND.FRST.K2,54980.4
Morocco,MAR,1995,Forest area (sq. km),AG.LND.FRST.K2,54959.15
Morocco,MAR,1994,Forest area (sq. km),AG.LND.FRST.K2,54937.9
Morocco,MAR,1993,Forest area (sq. km),AG.LND.FRST.K2,54916.65
Morocco,MAR,1992,Forest area (sq. km),AG.LND.FRST.K2,54895.4
Morocco,MAR,1991,Forest area (sq. km),AG.LND.FRST.K2,54874.15
Morocco,MAR,1990,Forest area (sq. km),AG.LND.FRST.K2,54852.9
Morocco,MAR,2020,Forest area (% of land area),AG.LND.FRST.ZS,12.8668832623796
Morocco,MAR,2019,Forest area (% of land area),AG.LND.FRST.ZS,12.8435805511987
Morocco,MAR,2018,Forest area (% of land area),AG.LND.FRST.ZS,12.8200537754873
Morocco,MAR,2017,Forest area (% of land area),AG.LND.FRST.ZS,12.7976473224289
Morocco,MAR,2016,Forest area (% of land area),AG.LND.FRST.ZS,12.7712077078199
Morocco,MAR,2015,Forest area (% of land area),AG.LND.FRST.ZS,12.7373739637015
Morocco,MAR,2014,Forest area (% of land area),AG.LND.FRST.ZS,12.7328388976025
Morocco,MAR,2013,Forest area (% of land area),AG.LND.FRST.ZS,12.7283038315035
Morocco,MAR,2012,Forest area (% of land area),AG.LND.FRST.ZS,12.7237687654044
Morocco,MAR,2011,Forest area (% of land area),AG.LND.FRST.ZS,12.7192336993054
Morocco,MAR,2010,Forest area (% of land area),AG.LND.FRST.ZS,12.7146986332064
Morocco,MAR,2009,Forest area (% of land area),AG.LND.FRST.ZS,12.6770490701322
Morocco,MAR,2008,Forest area (% of land area),AG.LND.FRST.ZS,12.639399507058
Morocco,MAR,2007,Forest area (% of land area),AG.LND.FRST.ZS,12.6017499439839
Morocco,MAR,2006,Forest area (% of land area),AG.LND.FRST.ZS,12.5641003809097
Morocco,MAR,2005,Forest area (% of land area),AG.LND.FRST.ZS,12.5264508178355
Morocco,MAR,2004,Forest area (% of land area),AG.LND.FRST.ZS,12.4888012547614
Morocco,MAR,2003,Forest area (% of land area),AG.LND.FRST.ZS,12.4511516916872
Morocco,MAR,2002,Forest area (% of land area),AG.LND.FRST.ZS,12.413502128613
Morocco,MAR,2001,Forest area (% of land area),AG.LND.FRST.ZS,12.3758525655389
Morocco,MAR,2000,Forest area (% of land area),AG.LND.FRST.ZS,12.3382030024647
Morocco,MAR,1999,Forest area (% of land area),AG.LND.FRST.ZS,12.3334416311898
Morocco,MAR,1998,Forest area (% of land area),AG.LND.FRST.ZS,12.3286802599149
Morocco,MAR,1997,Forest area (% of land area),AG.LND.FRST.ZS,12.3239188886399
Morocco,MAR,1996,Forest area (% of land area),AG.LND.FRST.ZS,12.319157517365
Morocco,MAR,1995,Forest area (% of land area),AG.LND.FRST.ZS,12.3143961460901
Morocco,MAR,1994,Forest area (% of land area),AG.LND.FRST.ZS,12.3096347748151
Morocco,MAR,1993,Forest area (% of land area),AG.LND.FRST.ZS,12.3048734035402
Morocco,MAR,1992,Forest area (% of land area),AG.LND.FRST.ZS,12.3001120322653
Morocco,MAR,1991,Forest area (% of land area),AG.LND.FRST.ZS,12.2953506609904
Morocco,MAR,1990,Forest area (% of land area),AG.LND.FRST.ZS,12.2905892897154
Morocco,MAR,2019,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.95875166026963
Morocco,MAR,2018,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.58609306816299
Morocco,MAR,2017,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.7091693046894
Morocco,MAR,2016,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.41635627530364
Morocco,MAR,2011,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.6057308379673
Morocco,MAR,2010,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.54810709510042
Morocco,MAR,2009,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.5679374454214
Morocco,MAR,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.39278209532704
Morocco,MAR,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.08611481975968
Morocco,MAR,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,3.87998397114807
Morocco,MAR,2005,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.3049118009937
Morocco,MAR,2004,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.29746013781166
Morocco,MAR,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
